kitchen_features,floor_covering,Dishwasher,Garbage Disposal,Refigerator,Microwave,Oven,Gas Range,Electric Range,Double Sink,Island,Pantry,Wood,Stone,Carpet,Ceramic,Tile
"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Countertops: wood, Oven: vintage","Concrete, Mexican Tile, Wood, Other: concrete tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Quartzite","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Other, Countertops: Quartz","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Refrigerator","Carpet, Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Garbage Disposal, Refrigerator, Oven","Natural Stone, Wood",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Graniet","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: Granite, Microwave: Microwave, Oven: Oven","Laminate, Wood, Other: Porcelain Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite","Carpet, Concrete",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",Other: Quartzite,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: YES","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Double","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Island, Refrigerator","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Undercabinet","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Countertops: granite, Microwave: yes, Oven: yes","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Concrete, Microwave: Stainless",Concrete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite/Slate, Oven: GE Monogram","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless",Natural Stone,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless","Carpet, Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Mexican Tile, Wood",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Freezer, Garbage Disposal, Pantry: Butler, Refrigerator, Appliance Color: White","Carpet, Mexican Tile, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: STONE, Microwave: STAINLESS, Oven: STAINELSS","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave: Kitchen Aid, Oven: Kitchen Aid",Other: Porcelyn,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Wet Bar",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Island, Refrigerator, Warming Drawer","Carpet, Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar",Other: Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Microwave: Microwave","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
