,Value,Input
670,1,a second sith lord appears behind darth sidious
671,1,darth sidious  contd viceroy this is my apprentice lord maul he
672,1,will find your lost ship
673,1,nute  yes my lord the hologram fades off
674,1,nute  contd this is getting out of handnow there are two of them
675,1,rune  we should not have made this bargain what will happen when the jedi
676,1,become aware of these sith lords
677,1,int naboo spacecraft  queens chambers
678,1,quigon obiwan captain panaka and the little blue droid stand before
679,1,queen amidala and her three handmaidens padme eirtae and rabe
680,1,capt panaka  an extremely well put together little droid without a
681,1,doubt it saved the ship as well as our lives
682,1,amidala  it is to be commendedwhat is its number
683,1,the little blue droid lets out a series of bleepscaptain panaka leans over
684,1,and scrapes some dirt off of the side of the droid and read the number
685,1,capt panaka  rd your highness
686,1,amidala  thank you artoo detoo you have proven to be very loyalpadme
687,1,padme bows before the queen
688,1,amidala  contd clean this droid up the best you can it deserves our
689,1,gratitudeto panaka continue captain
690,1,captain panaka looks nervously to obiwan and quigon
691,1,quigon  yor highness we are heading for a remote planet called tatooine
692,1,it is a system far beyond the reach of the trade federation there we will
693,1,be able to make needed repairs then travel on to coruscant
694,1,captain panaka  your highness tatooine is very dangerous its controlled
695,1,by an alliance of gangs called the hutts i do not agree with the jedi on
696,1,this
697,1,quigon  you must trust my judgement your highness
698,1,amidala and padme exchange looks padme moves next to the droid
699,1,int naboo spacecraft  main area
700,1,padme sits in the main area cleaning rd the brave little astra droid
701,1,jar jar pops out of an open door
702,1,jar jar  hidoe
703,1,both padme and artoo jump and let out a little scream the gungan is
704,1,embarrassed that he frightened them
705,1,jar jar  contd sorry nomeanen to scare yousa
706,1,padme  thats all right
707,1,jar jar  i scovered oily back dare needen it
708,1,padme  thank you this little guy is quite a mess
709,1,jar jar hands padme the oil can
710,1,jar jar  mesa ja ja binksss padme  im padme i attend her highness
711,1,youre a gungan arent you jar jar nods how did you end up here with
712,1,us
713,1,jar jar  me no knowmesa day starten pitty okeyday witda brisky morning
714,1,munchen den boomgetten berry skeered un grabbed dat jedi and before
715,1,mesa knowen itpow mesa here he shrugsgetten berry berry skeered
716,1,artoo beeps a sympathetic beep
717,1,int anboo spacecraft  cockpit
718,1,obiwan quigon and captain panaka watch over ric olies shoulder a
719,1,large yellow planet appears directly ahead ric olie searches his scopes
720,1,obiwan  tahyts it tatooine
721,1,ric olie  theres a settlementa spaceport looks like
722,1,quigon  land near the outskirts we dont want to attract any attention
723,1,ext tatooine  space fx
724,1,the ship heads toward the planet of tatooine
725,1,ext tatooine  desert  naboo spacecraft  day fx
726,1,the naboo spacecraft lands in the desert in a swirl of dust the spaceport
727,1,of mos espa is seen in the distance
728,1,ext naboo spacecraft  main area
729,1,obiwan is hoisting the hyperdrive out of a floor panel jar jar rushes up
730,1,to him and falls to his knees
731,1,jar jar  obiwan sire pleeese no mesa go
732,1,obiwan  sorry quigons right youll make things less obvious
733,1,jar jar walks back to artoo in the hallway as quigon dressed as a farmer
734,1,enters the main area
735,1,obiwan  cantd the hyperdrive generator is gone we will need a new
736,1,one
737,1,quigon moves closer to obiwan and speaks quietly to him
738,1,quigon  dont let them send ant transmissions be waryi sense a
739,1,disturbance in the force
740,1,obiwan  i fell it also master
741,1,quigon goes into the hallway to meet up with artoo and jar jar they head
742,1,to the exit ramp
743,1,ext tatooine  desert  spaceship  day
744,1,they start their trek across the desert toward the city of mos espa in the
745,1,distance a strange looking caravan makes its way toward the spaceport
746,1,jar jar  dis sun doen murder tada skin
747,1,from the spaceship captain panaka and padme run toward them
748,1,capt panaka  wait
749,1,quigon stops as they catch up padme is dresses in rough peasants garb
750,1,capt panaka  contd her highness commands you to take her handmaiden
751,1,with you she wishes for her to observe the local
752,1,quigon  no more commands from her highness today captain this spaceport
753,1,is not going to be pleasant
754,1,capt panaka  the queen wishes it she is curious about this planet
755,1,padme  ive been trained in defense i can take care of myself
756,1,capt panaka  dont make me go back and tell her you refuse
757,1,quigon  i dont have time to argue but this is not a good idea stay
758,1,close to me
759,1,he gives padme a stern look
760,1,ext mos espa  street  day
761,1,the little group walks down the main street of mos espa they pass
762,1,dangerous looking citizens of all types padme looks around in awe at this
763,1,exotic enviroment
764,1,quigon  moisture farms for the most part but also a few indigenous
765,1,tribes and scavengers the few spaceports like this one are havens for
766,1,those who do not wish to be found
767,1,padme  like us jar jar is in a constant state of panic
768,1,artoo whistles along with perfect confidence
769,1,jar jar  dissen berry berry bad steps in ooze
770,1,oooohickyickygoo
771,1,ext mos espa  junk dealer plaza  day
772,1,the group comes to a little plaza surrounded by several junk spaceship
773,1,dealers
774,1,quigon  well try one of the smaller dealers
775,1,they head for a little junk shop that has a huge pile of broken spaceships
776,1,stacked up behind it
777,1,int wattos junk shop  day
778,1,quigon jar jar padme and artoo enter the dingy junk shop and are
779,1,greeted by watto a pudgy blue alien who flies on short little wings like a
780,1,hummingbird
781,1,watto  subtitled hi chuba da naga what do you want
782,1,quigon  i need parts for a jtype  nubian
783,1,watto  ah yes ah yes nubian we have lots of that what kinda junk
784,1,subtitled peedenkel naba dee unko boy get in here now
785,1,quigon  my droid here has a readout of what i need
786,1,a disheveled boy anakin skywalker runs in from the junk yard he is about
787,1,nine years old very dirty and dressed in rags watto raises a hand and
788,1,anakin flinches
789,1,watto  subtitled coona teetocky malia what took you so long
790,1,anakin  subtitled mel tassa chopassa i was cleaning the bin like
791,1,you
792,1,watto  subtitled chutchut ganda doe wallya never mind watch the
793,1,store me dwana no bata ive got some selling to do here to guigon
794,1,soooo let me take a thee out back ni youll find what you need
795,1,artoo and quigon follow watto toward the junk yard leaving jar jar with
796,1,padme and the young boy anakin jar jar picks up a gizmo trying to figure
797,1,out its purpose quigon takes the part out of his hand and puts it back
798,1,quigon  dont touch anything
799,1,jar jar makes a rude face to quigons back and sticks out his long tongue
800,1,anakin sits on the counter pretending to clean a part staring at padme
801,1,she is the most beautiful creaure he has ever seen in his life padme is a
802,1,little embarrassed by his stare but she musters up an amused smile
803,1,finally he gets the courage to speak
804,1,anakin  are you an angel
805,1,padme  what
806,1,anakin  an angel ive heard the deep space pilots talk about them they
807,1,live on the moons of iego i thimk they are the most beautiful creatures in
808,1,the universe they are good and kind and so pretty they make even the most
809,1,hardened spice pirate cry
810,1,padme looks at him not knowing what to say padme  ive never heard of
811,1,angels
812,1,anakin  you must be onemaybe you just dont know it
813,1,padme  youre a funny little boy how do you know so much
814,1,anakin  since i was very little three i think my mom and i were sold to
815,1,gardulla the hutt but she lost us betting on the podraces to watto
816,1,whos a lot better master than gardulla i think
817,1,padme  yourea slave
818,1,anakin looks at padme defiantly
819,1,anakin  i am a person my name is anakin
820,1,padme  im sorry i dont fully understand looking aroundthis is a
821,1,strange world to me
822,1,anakin studies her intently
823,1,anakin  you are a strange girl to me
824,1,jar jar pushes the nose on what appears to be a little droid and it
825,1,instantly comes to life grows legs and arms and starts marching around
826,1,knocking over everything jar jar hold on but cant stop it
827,1,anakin  contd hit the nose
828,1,jar jar hits the nose and the droid collapses back into its original
829,1,state anakin and padme laugh anakin watches padme straighten her hair
830,1,ext wattos junk yard  behind shop  day
831,1,watto reads a small portable monitor he is holding he stands before a
832,1,hyperdrive
833,1,watto  here it isa t hyperdrive generator thee in luck im the
