Value,Input
1,obiwan  cantd the hyperdrive generator is gone we will need a new
1,one
1,quigon moves closer to obiwan and speaks quietly to him
1,quigon  dont let them send ant transmissions be waryi sense a
1,disturbance in the force
1,obiwan  i fell it also master
1,quigon goes into the hallway to meet up with artoo and jar jar they head
1,to the exit ramp
1,ext tatooine  desert  spaceship  day
1,they start their trek across the desert toward the city of mos espa in the
1,distance a strange looking caravan makes its way toward the spaceport
1,jar jar  dis sun doen murder tada skin
1,from the spaceship captain panaka and padme run toward them
1,capt panaka  wait
1,quigon stops as they catch up padme is dresses in rough peasants garb
1,capt panaka  contd her highness commands you to take her handmaiden
1,with you she wishes for her to observe the local
1,quigon  no more commands from her highness today captain this spaceport
1,is not going to be pleasant
1,capt panaka  the queen wishes it she is curious about this planet
1,padme  ive been trained in defense i can take care of myself
1,capt panaka  dont make me go back and tell her you refuse
1,quigon  i dont have time to argue but this is not a good idea stay
1,close to me
1,he gives padme a stern look
1,ext mos espa  street  day
1,the little group walks down the main street of mos espa they pass
1,dangerous looking citizens of all types padme looks around in awe at this
1,exotic enviroment
1,quigon  moisture farms for the most part but also a few indigenous
1,tribes and scavengers the few spaceports like this one are havens for
1,those who do not wish to be found
1,padme  like us jar jar is in a constant state of panic
1,artoo whistles along with perfect confidence
1,jar jar  dissen berry berry bad steps in ooze
1,oooohickyickygoo
1,ext mos espa  junk dealer plaza  day
1,the group comes to a little plaza surrounded by several junk spaceship
1,dealers
1,quigon  well try one of the smaller dealers
1,they head for a little junk shop that has a huge pile of broken spaceships
1,stacked up behind it
1,int wattos junk shop  day
1,quigon jar jar padme and artoo enter the dingy junk shop and are
1,greeted by watto a pudgy blue alien who flies on short little wings like a
1,hummingbird
1,watto  subtitled hi chuba da naga what do you want
1,quigon  i need parts for a jtype  nubian
1,watto  ah yes ah yes nubian we have lots of that what kinda junk
1,subtitled peedenkel naba dee unko boy get in here now
1,quigon  my droid here has a readout of what i need
1,a disheveled boy anakin skywalker runs in from the junk yard he is about
1,nine years old very dirty and dressed in rags watto raises a hand and
1,anakin flinches
1,watto  subtitled coona teetocky malia what took you so long
1,anakin  subtitled mel tassa chopassa i was cleaning the bin like
1,you
1,watto  subtitled chutchut ganda doe wallya never mind watch the
1,store me dwana no bata ive got some selling to do here to guigon
1,soooo let me take a thee out back ni youll find what you need
1,artoo and quigon follow watto toward the junk yard leaving jar jar with
1,padme and the young boy anakin jar jar picks up a gizmo trying to figure
1,out its purpose quigon takes the part out of his hand and puts it back
1,quigon  dont touch anything
1,jar jar makes a rude face to quigons back and sticks out his long tongue
1,anakin sits on the counter pretending to clean a part staring at padme
1,she is the most beautiful creaure he has ever seen in his life padme is a
1,little embarrassed by his stare but she musters up an amused smile
1,finally he gets the courage to speak
1,anakin  are you an angel
1,padme  what
1,anakin  an angel ive heard the deep space pilots talk about them they
1,live on the moons of iego i thimk they are the most beautiful creatures in
1,the universe they are good and kind and so pretty they make even the most
1,hardened spice pirate cry
1,padme looks at him not knowing what to say padme  ive never heard of
1,angels
1,anakin  you must be onemaybe you just dont know it
1,padme  youre a funny little boy how do you know so much
1,anakin  since i was very little three i think my mom and i were sold to
1,gardulla the hutt but she lost us betting on the podraces to watto
1,whos a lot better master than gardulla i think
1,padme  yourea slave
1,anakin looks at padme defiantly
1,anakin  i am a person my name is anakin
1,padme  im sorry i dont fully understand looking aroundthis is a
1,strange world to me
1,anakin studies her intently
1,anakin  you are a strange girl to me
1,jar jar pushes the nose on what appears to be a little droid and it
1,instantly comes to life grows legs and arms and starts marching around
1,knocking over everything jar jar hold on but cant stop it
1,anakin  contd hit the nose
1,jar jar hits the nose and the droid collapses back into its original
1,state anakin and padme laugh anakin watches padme straighten her hair
1,ext wattos junk yard  behind shop  day
1,watto reads a small portable monitor he is holding he stands before a
1,hyperdrive
1,watto  here it isa t hyperdrive generator thee in luck im the
1,only one hereabouts who has onebut thee might as well buy a new ship it
1,would be cheaper i thinksying of which hows thee going to pay for all
1,this
1,quigon  i have  republic dataries
1,watto  republic credits republic credits are no good out here i need
1,something more real
1,quigon  i dont have anything else raising his hand but credits will
1,do fine
1,watto  no they wonta quigon using his mind power waves his hand
1,again
1,quigon  credits will do fine
1,watto  no they wonta what you think youre some kinda jedi waving your
1,hand around like that im a toydarian mind tricks donta work on meonly
1,money no money no parts no deal and no one else has a t hyperdrive
1,i promise you that
1,int wattos junk shop  day
1,jar jar pulls a part out of a stack of parts to inspect it and they all
1,come tumblimg down he struggles to catch them only to knock more down
1,anakin and padme are oblivious
1,anakin  wouldnt have lasted long if i werent so good at fixing
1,things im making my own droid
1,quigon hurries into the shop followed by artoo quigon  were leaving
1,jar jar follows quigon padme gives anakin a loving look
1,padme  im glad i met youah
1,anakin  anakin
1,padme  anakin
1,anakin  anakin skywalker
1,padme  padme naberrie
1,padme turns and anakin looks sad as he watches her leave
1,anakin  im glad i met you too
1,watto enters the junk yard shaking his head
1,watto  subtitled ootmians tinka me chasa hopoe ma booty na nolia
1,outlanders they think because we live so far from the center we dont
1,know nothing
1,anakin  subtitled la lova num botaffa they seemed nice to me watto 
1,subtitled fweepa niaga tolpa da bunky dunko clean the racks then you
1,can go home
1,anakin lets out a yipee and runs out the back
1,ext mos espa  street  alcove  day
1,quigon artoo jar jar and padme have found a quiet spot between two
1,buildings the busy street beyond is filled with dangerous looking
1,creatures quigon is talking on his comlink while jar jar nervously
1,watches the street obiwan is in the main hold of the naboo craft
1,quigon  obiwan youre sure there isnt anything of value left on
1,board
1,obiwan  vo a few containers of supplies the queens wardrobe maybe
1,not enough for you to barter with not in the ammounts youre talking
1,about
1,quigon  all right another solution will present itself ill check back
